tweet_text,source_alpha_id,account,status,created_date
"oil Rises As Three More Warships, Thousands Of Marines Dispatched To Mideast; Trump Blasts 'Paper Tiger' NATO. there's beauty in the process.",ALPHA1773994641,@drifthour,PENDING_REVIEW,2026-03-21
"oil Rises As Three More Warships, Thousands Of Marines Dispatched To Mideast; Trump Blasts 'Paper Tiger' NATO... let that sit for a moment.",ALPHA1773994641,@drifthour,PENDING_REVIEW,2026-03-21
"found something worth sharing... a dormant address containing 2,100 #BTC (147,695,076 USD) has just been activated after 13.7 years (worth 13,685 USD in 2012)! https:// whale-alert..",ALPHA1773994642,@drifthour,PENDING_REVIEW,2026-03-21
"a dormant address containing 2,100 #BTC (147,695,076 USD) has just been activated after 13.7 years (worth 13,685 USD in 2012)! https:// whale-alert.. there's beauty in the process.",ALPHA1773994642,@drifthour,PENDING_REVIEW,2026-03-21
"a dormant address containing 2,100 #BTC (147,695,076 USD) has just been activated after 13.7 years (worth 13,685 USD in 2012)! https:// whale-alert.... curate your inputs, curate your outputs.",ALPHA1773994642,@drifthour,PENDING_REVIEW,2026-03-21
"the drift... a dormant address containing 2,100 #BTC (147,695,076 USD) has just been activated after 13.7 years (worth 13,685 USD in 2012)! https:// whale-alert.. trust the process.",ALPHA1773994642,@drifthour,PENDING_REVIEW,2026-03-21
"late night session... a dormant address containing 2,100 #BTC (147,695,076 USD) has just been activated after 13.7 years (worth 13,685 USD in 2012)! https:// whale-alert.. the vibe is right.",ALPHA1773994642,@drifthour,PENDING_REVIEW,2026-03-21
"yesterday’s flush came with OI rising into the sell-off , pretty clean short build. That move eventually tagged 68,750.. there's beauty in the process.",ALPHA1773994643,@drifthour,PENDING_REVIEW,2026-03-21
"yesterday’s flush came with OI rising into the sell-off , pretty clean short build. That move eventually tagged 68,750.... curate your inputs, curate your outputs.",ALPHA1773994643,@drifthour,PENDING_REVIEW,2026-03-21
"late night session... yesterday’s flush came with OI rising into the sell-off , pretty clean short build. That move eventually tagged 68,750.. the vibe is right.",ALPHA1773994643,@drifthour,PENDING_REVIEW,2026-03-21
"yesterday’s flush came with OI rising into the sell-off , pretty clean short build. That move eventually tagged 68,750.... let that sit for a moment.",ALPHA1773994643,@drifthour,PENDING_REVIEW,2026-03-21
"the aesthetic of doing the work quietly... yesterday’s flush came with OI rising into the sell-off , pretty clean short build. That move eventually tagged 68,750..",ALPHA1773994643,@drifthour,PENDING_REVIEW,2026-03-21
late night session... SPX Dealer Premiums - Volland Dealer Premium (SPX) is a snapshot of the net option “value” exposure dealers are carrying across SPX options (including intrinsic value) — a roug.... the vibe is right.,ALPHA1773994644,@drifthour,PENDING_REVIEW,2026-03-21
found something worth sharing... SPX Dealer Premiums - Volland Dealer Premium (SPX) is a snapshot of the net option “value” exposure dealers are carrying across SPX options (including intrinsic value) — a roug....,ALPHA1773994644,@drifthour,PENDING_REVIEW,2026-03-21
the drift... SPX Dealer Premiums - Volland Dealer Premium (SPX) is a snapshot of the net option “value” exposure dealers are carrying across SPX options (including intrinsic value) — a roug.... trust the process.,ALPHA1773994644,@drifthour,PENDING_REVIEW,2026-03-21
the aesthetic of doing the work quietly... SPX Dealer Premiums - Volland Dealer Premium (SPX) is a snapshot of the net option “value” exposure dealers are carrying across SPX options (including intrinsic value) — a roug....,ALPHA1773994644,@drifthour,PENDING_REVIEW,2026-03-21
the drift... putin would halt intel to Iran if the US cuts off Ukraine - Politico. trust the process.,ALPHA1773994645,@drifthour,PENDING_REVIEW,2026-03-21
"putin would halt intel to Iran if the US cuts off Ukraine - Politico... curate your inputs, curate your outputs.",ALPHA1773994645,@drifthour,PENDING_REVIEW,2026-03-21
found something worth sharing... putin would halt intel to Iran if the US cuts off Ukraine - Politico.,ALPHA1773994645,@drifthour,PENDING_REVIEW,2026-03-21
"trump Admin announces partnership with Softbank and AEP Ohio. Softbank plans a giant Ohio AI data center powered by gas plants... curate your inputs, curate your outputs.",ALPHA1773994646,@drifthour,PENDING_REVIEW,2026-03-21
late night session... trump Admin announces partnership with Softbank and AEP Ohio. Softbank plans a giant Ohio AI data center powered by gas plants. the vibe is right.,ALPHA1773994646,@drifthour,PENDING_REVIEW,2026-03-21
trump Admin announces partnership with Softbank and AEP Ohio. Softbank plans a giant Ohio AI data center powered by gas plants. there's beauty in the process.,ALPHA1773994646,@drifthour,PENDING_REVIEW,2026-03-21
the drift... trump Admin announces partnership with Softbank and AEP Ohio. Softbank plans a giant Ohio AI data center powered by gas plants. trust the process.,ALPHA1773994646,@drifthour,PENDING_REVIEW,2026-03-21
the aesthetic of doing the work quietly... US sending three warships to Middle East - WSJ WSJ cites unnamed US officials on warship moves to the Middle East The Pentagon is sending three warships and thousands of addit....,ALPHA1773994647,@drifthour,PENDING_REVIEW,2026-03-21
found something worth sharing... US sending three warships to Middle East - WSJ WSJ cites unnamed US officials on warship moves to the Middle East The Pentagon is sending three warships and thousands of addit....,ALPHA1773994647,@drifthour,PENDING_REVIEW,2026-03-21
US sending three warships to Middle East - WSJ WSJ cites unnamed US officials on warship moves to the Middle East The Pentagon is sending three warships and thousands of addit...... let that sit for a moment.,ALPHA1773994647,@drifthour,PENDING_REVIEW,2026-03-21
late night session... US sending three warships to Middle East - WSJ WSJ cites unnamed US officials on warship moves to the Middle East The Pentagon is sending three warships and thousands of addit.... the vibe is right.,ALPHA1773994647,@drifthour,PENDING_REVIEW,2026-03-21
found something worth sharing... ECB said to ask banks how the Iran war impacts clients and operations.,ALPHA1773994648,@drifthour,PENDING_REVIEW,2026-03-21
the drift... ECB said to ask banks how the Iran war impacts clients and operations. trust the process.,ALPHA1773994648,@drifthour,PENDING_REVIEW,2026-03-21
the aesthetic of doing the work quietly... ECB said to ask banks how the Iran war impacts clients and operations.,ALPHA1773994648,@drifthour,PENDING_REVIEW,2026-03-21
found something worth sharing... fed's Waller: I would advocate cuts again later in the year if labor weak.,ALPHA1773994649,@drifthour,PENDING_REVIEW,2026-03-21
fed's Waller: I would advocate cuts again later in the year if labor weak. there's beauty in the process.,ALPHA1773994649,@drifthour,PENDING_REVIEW,2026-03-21
the drift... fed's Waller: I would advocate cuts again later in the year if labor weak. trust the process.,ALPHA1773994649,@drifthour,PENDING_REVIEW,2026-03-21
the aesthetic of doing the work quietly... fed's Waller: I would advocate cuts again later in the year if labor weak.,ALPHA1773994649,@drifthour,PENDING_REVIEW,2026-03-21
fed's Waller: I would advocate cuts again later in the year if labor weak... let that sit for a moment.,ALPHA1773994649,@drifthour,PENDING_REVIEW,2026-03-21
