tweet_text,source_alpha_id,account,status,created_date
grind doesn't care about your feelings. @AnthropicAI just made Claude Code remote-controlled. Meet Channels.. just show up.,ALPHA1773994660,@repscheme,PENDING_REVIEW,2026-03-21
@AnthropicAI just made Claude Code remote-controlled. Meet Channels.. apply this like progressive overload. small gains compound.,ALPHA1773994660,@repscheme,PENDING_REVIEW,2026-03-21
no shortcuts. @AnthropicAI just made Claude Code remote-controlled. Meet Channels.. put in the work and the numbers follow.,ALPHA1773994660,@repscheme,PENDING_REVIEW,2026-03-21
grind doesn't care about your feelings. i've been waxing rhapsodic about the value of an AI writing style guide for long enough that it felt rude not to write up a guide on how to make one. So we did. Now on @every. just show up.,ALPHA1773994666,@repscheme,PENDING_REVIEW,2026-03-21
the discipline is the same whether it's reps or revenue. i've been waxing rhapsodic about the value of an AI writing style guide for long enough that it felt rude not to write up a guide on how to make one. So we did. Now on @every.,ALPHA1773994666,@repscheme,PENDING_REVIEW,2026-03-21
your excuses don't burn calories. i've been waxing rhapsodic about the value of an AI writing style guide for long enough that it felt rude not to write up a guide on how to make one. So we did. Now on @every. start today.,ALPHA1773994666,@repscheme,PENDING_REVIEW,2026-03-21
no shortcuts. i've been waxing rhapsodic about the value of an AI writing style guide for long enough that it felt rude not to write up a guide on how to make one. So we did. Now on @every. put in the work and the numbers follow.,ALPHA1773994666,@repscheme,PENDING_REVIEW,2026-03-21
"we just published the definitive guide to writing good prose with your AI read it on @every : https:// every.to/guides/ai-styl e-guide?source=post_button …. same energy as hitting a PR. consistent effort, real results.",ALPHA1773994667,@repscheme,PENDING_REVIEW,2026-03-21
your excuses don't burn calories. we just published the definitive guide to writing good prose with your AI read it on @every : https:// every.to/guides/ai-styl e-guide?source=post_button …. start today.,ALPHA1773994667,@repscheme,PENDING_REVIEW,2026-03-21
the discipline is the same whether it's reps or revenue. we just published the definitive guide to writing good prose with your AI read it on @every : https:// every.to/guides/ai-styl e-guide?source=post_button ….,ALPHA1773994667,@repscheme,PENDING_REVIEW,2026-03-21
"big Bank Stocks Set To Gain As Capital Relief Thins Buffers. same energy as hitting a PR. consistent effort, real results.",ALPHA1773994638,@repscheme,PENDING_REVIEW,2026-03-21
the discipline is the same whether it's reps or revenue. big Bank Stocks Set To Gain As Capital Relief Thins Buffers.,ALPHA1773994638,@repscheme,PENDING_REVIEW,2026-03-21
your excuses don't burn calories. big Bank Stocks Set To Gain As Capital Relief Thins Buffers. start today.,ALPHA1773994638,@repscheme,PENDING_REVIEW,2026-03-21
"no shortcuts. traditional 'Safe-Havens' Are Failing: Goldman Hedge Fund Honcho On What To Do ""In The Face Of So Much Bad News"". put in the work and the numbers follow.",ALPHA1773994639,@repscheme,PENDING_REVIEW,2026-03-21
"traditional 'Safe-Havens' Are Failing: Goldman Hedge Fund Honcho On What To Do ""In The Face Of So Much Bad News"". apply this like progressive overload. small gains compound.",ALPHA1773994639,@repscheme,PENDING_REVIEW,2026-03-21
"grind doesn't care about your feelings. traditional 'Safe-Havens' Are Failing: Goldman Hedge Fund Honcho On What To Do ""In The Face Of So Much Bad News"". just show up.",ALPHA1773994639,@repscheme,PENDING_REVIEW,2026-03-21
"your excuses don't burn calories. traditional 'Safe-Havens' Are Failing: Goldman Hedge Fund Honcho On What To Do ""In The Face Of So Much Bad News"". start today.",ALPHA1773994639,@repscheme,PENDING_REVIEW,2026-03-21
"the discipline is the same whether it's reps or revenue. traditional 'Safe-Havens' Are Failing: Goldman Hedge Fund Honcho On What To Do ""In The Face Of So Much Bad News"".",ALPHA1773994639,@repscheme,PENDING_REVIEW,2026-03-21
"no shortcuts. oil Rises As Three More Warships, Thousands Of Marines Dispatched To Mideast; Trump Blasts 'Paper Tiger' NATO. put in the work and the numbers follow.",ALPHA1773994641,@repscheme,PENDING_REVIEW,2026-03-21
"oil Rises As Three More Warships, Thousands Of Marines Dispatched To Mideast; Trump Blasts 'Paper Tiger' NATO. apply this like progressive overload. small gains compound.",ALPHA1773994641,@repscheme,PENDING_REVIEW,2026-03-21
"the discipline is the same whether it's reps or revenue. oil Rises As Three More Warships, Thousands Of Marines Dispatched To Mideast; Trump Blasts 'Paper Tiger' NATO.",ALPHA1773994641,@repscheme,PENDING_REVIEW,2026-03-21
"your excuses don't burn calories. oil Rises As Three More Warships, Thousands Of Marines Dispatched To Mideast; Trump Blasts 'Paper Tiger' NATO. start today.",ALPHA1773994641,@repscheme,PENDING_REVIEW,2026-03-21
"the body keeps score and so does the algorithm. a dormant address containing 2,100 #BTC (147,695,076 USD) has just been activated after 13.7 years (worth 13,685 USD in 2012)! https:// whale-alert..",ALPHA1773994642,@repscheme,PENDING_REVIEW,2026-03-21
"a dormant address containing 2,100 #BTC (147,695,076 USD) has just been activated after 13.7 years (worth 13,685 USD in 2012)! https:// whale-alert.. apply this like progressive overload. small gains compound.",ALPHA1773994642,@repscheme,PENDING_REVIEW,2026-03-21
"no shortcuts. a dormant address containing 2,100 #BTC (147,695,076 USD) has just been activated after 13.7 years (worth 13,685 USD in 2012)! https:// whale-alert.. put in the work and the numbers follow.",ALPHA1773994642,@repscheme,PENDING_REVIEW,2026-03-21
"yesterday’s flush came with OI rising into the sell-off , pretty clean short build. That move eventually tagged 68,750.. apply this like progressive overload. small gains compound.",ALPHA1773994643,@repscheme,PENDING_REVIEW,2026-03-21
"grind doesn't care about your feelings. yesterday’s flush came with OI rising into the sell-off , pretty clean short build. That move eventually tagged 68,750.. just show up.",ALPHA1773994643,@repscheme,PENDING_REVIEW,2026-03-21
"your excuses don't burn calories. yesterday’s flush came with OI rising into the sell-off , pretty clean short build. That move eventually tagged 68,750.. start today.",ALPHA1773994643,@repscheme,PENDING_REVIEW,2026-03-21
the discipline is the same whether it's reps or revenue. SPX Dealer Premiums - Volland Dealer Premium (SPX) is a snapshot of the net option “value” exposure dealers are carrying across SPX options (including intrinsic value) — a roug....,ALPHA1773994644,@repscheme,PENDING_REVIEW,2026-03-21
"SPX Dealer Premiums - Volland Dealer Premium (SPX) is a snapshot of the net option “value” exposure dealers are carrying across SPX options (including intrinsic value) — a roug.... same energy as hitting a PR. consistent effort, real results.",ALPHA1773994644,@repscheme,PENDING_REVIEW,2026-03-21
the body keeps score and so does the algorithm. SPX Dealer Premiums - Volland Dealer Premium (SPX) is a snapshot of the net option “value” exposure dealers are carrying across SPX options (including intrinsic value) — a roug....,ALPHA1773994644,@repscheme,PENDING_REVIEW,2026-03-21
putin would halt intel to Iran if the US cuts off Ukraine - Politico. apply this like progressive overload. small gains compound.,ALPHA1773994645,@repscheme,PENDING_REVIEW,2026-03-21
the body keeps score and so does the algorithm. putin would halt intel to Iran if the US cuts off Ukraine - Politico.,ALPHA1773994645,@repscheme,PENDING_REVIEW,2026-03-21
the discipline is the same whether it's reps or revenue. putin would halt intel to Iran if the US cuts off Ukraine - Politico.,ALPHA1773994645,@repscheme,PENDING_REVIEW,2026-03-21
"putin would halt intel to Iran if the US cuts off Ukraine - Politico. same energy as hitting a PR. consistent effort, real results.",ALPHA1773994645,@repscheme,PENDING_REVIEW,2026-03-21
no shortcuts. putin would halt intel to Iran if the US cuts off Ukraine - Politico. put in the work and the numbers follow.,ALPHA1773994645,@repscheme,PENDING_REVIEW,2026-03-21
trump Admin announces partnership with Softbank and AEP Ohio. Softbank plans a giant Ohio AI data center powered by gas plants. apply this like progressive overload. small gains compound.,ALPHA1773994646,@repscheme,PENDING_REVIEW,2026-03-21
no shortcuts. trump Admin announces partnership with Softbank and AEP Ohio. Softbank plans a giant Ohio AI data center powered by gas plants. put in the work and the numbers follow.,ALPHA1773994646,@repscheme,PENDING_REVIEW,2026-03-21
grind doesn't care about your feelings. trump Admin announces partnership with Softbank and AEP Ohio. Softbank plans a giant Ohio AI data center powered by gas plants. just show up.,ALPHA1773994646,@repscheme,PENDING_REVIEW,2026-03-21
the discipline is the same whether it's reps or revenue. trump Admin announces partnership with Softbank and AEP Ohio. Softbank plans a giant Ohio AI data center powered by gas plants.,ALPHA1773994646,@repscheme,PENDING_REVIEW,2026-03-21
"trump Admin announces partnership with Softbank and AEP Ohio. Softbank plans a giant Ohio AI data center powered by gas plants. same energy as hitting a PR. consistent effort, real results.",ALPHA1773994646,@repscheme,PENDING_REVIEW,2026-03-21
the discipline is the same whether it's reps or revenue. US sending three warships to Middle East - WSJ WSJ cites unnamed US officials on warship moves to the Middle East The Pentagon is sending three warships and thousands of addit....,ALPHA1773994647,@repscheme,PENDING_REVIEW,2026-03-21
the body keeps score and so does the algorithm. US sending three warships to Middle East - WSJ WSJ cites unnamed US officials on warship moves to the Middle East The Pentagon is sending three warships and thousands of addit....,ALPHA1773994647,@repscheme,PENDING_REVIEW,2026-03-21
"US sending three warships to Middle East - WSJ WSJ cites unnamed US officials on warship moves to the Middle East The Pentagon is sending three warships and thousands of addit.... same energy as hitting a PR. consistent effort, real results.",ALPHA1773994647,@repscheme,PENDING_REVIEW,2026-03-21
grind doesn't care about your feelings. ECB said to ask banks how the Iran war impacts clients and operations. just show up.,ALPHA1773994648,@repscheme,PENDING_REVIEW,2026-03-21
your excuses don't burn calories. ECB said to ask banks how the Iran war impacts clients and operations. start today.,ALPHA1773994648,@repscheme,PENDING_REVIEW,2026-03-21
the discipline is the same whether it's reps or revenue. ECB said to ask banks how the Iran war impacts clients and operations.,ALPHA1773994648,@repscheme,PENDING_REVIEW,2026-03-21
grind doesn't care about your feelings. fed's Waller: I would advocate cuts again later in the year if labor weak. just show up.,ALPHA1773994649,@repscheme,PENDING_REVIEW,2026-03-21
no shortcuts. fed's Waller: I would advocate cuts again later in the year if labor weak. put in the work and the numbers follow.,ALPHA1773994649,@repscheme,PENDING_REVIEW,2026-03-21
the body keeps score and so does the algorithm. fed's Waller: I would advocate cuts again later in the year if labor weak.,ALPHA1773994649,@repscheme,PENDING_REVIEW,2026-03-21
