type,market_id,question,predicted,actual,confidence_pct,close_date,content,generated_at
resolved_note,65,Will 538 outperform The Economist in forecasting the 2020 Presidential Election?,,resolved,,2020-11-20T00:00:00Z,Market settled: 'Will 538 outperform The Economist in forecasting the 2020 Presidential Election?' resolved as resolved. Closed 2020-11-20T00:00:00Z. #Polymarket #PredictionMarkets,2026-03-25T14:08:20.461082+00:00
resolved_note,47,Which party will win Florida in the 2020 presidential election?,,resolved,,2020-11-20T00:00:00Z,Market settled: 'Which party will win Florida in the 2020 presidential election?' resolved as resolved. Closed 2020-11-20T00:00:00Z. #Polymarket #PredictionMarkets,2026-03-25T14:08:20.461082+00:00
resolved_note,107,Will Deiveson Figueiredo win his UFC 255 match?,,resolved,,2020-11-22T00:00:00Z,Market settled: 'Will Deiveson Figueiredo win his UFC 255 match?' resolved as resolved. Closed 2020-11-22T00:00:00Z. #Polymarket #PredictionMarkets,2026-03-25T14:08:20.461082+00:00
resolved_note,105,Will Liverpool beat Leicester City in their Matchday 9 game?,,resolved,,2020-11-23T00:00:00Z,Market settled: 'Will Liverpool beat Leicester City in their Matchday 9 game?' resolved as resolved. Closed 2020-11-23T00:00:00Z. #Polymarket #PredictionMarkets,2026-03-25T14:08:20.461082+00:00
resolved_note,102,"Will Sushiswap have more TVL than Uniswap at any time before November 24th, according to DefiPulse?",,resolved,,2020-11-24T00:00:00Z,"Market settled: 'Will Sushiswap have more TVL than Uniswap at any time before November 24th, according to DefiPulse?' resolved as resolved. Closed 2020-11-24T00:00:00Z. #Polymarket #PredictionMarkets",2026-03-25T14:08:20.461082+00:00
resolved_note,103,Will $BTC break $20k before Thanksgiving?,,resolved,,2020-11-26T00:00:00Z,Market settled: 'Will $BTC break $20k before Thanksgiving?' resolved as resolved. Closed 2020-11-26T00:00:00Z. #Polymarket #PredictionMarkets,2026-03-25T14:08:20.461082+00:00
resolved_note,119,Will Jake Paul win his boxing match against Nate Robinson?,,resolved,,2020-11-29T00:00:00Z,Market settled: 'Will Jake Paul win his boxing match against Nate Robinson?' resolved as resolved. Closed 2020-11-29T00:00:00Z. #Polymarket #PredictionMarkets,2026-03-25T14:08:20.461082+00:00
resolved_note,120,Will Mike Tyson win his boxing match against Roy Jones Jr?,,resolved,,2020-11-29T00:00:00Z,Market settled: 'Will Mike Tyson win his boxing match against Roy Jones Jr?' resolved as resolved. Closed 2020-11-29T00:00:00Z. #Polymarket #PredictionMarkets,2026-03-25T14:08:20.461082+00:00
resolved_note,77,"Will Donald Trump formally concede the 2020 US Election before December 1st, 2020?",,resolved,,2020-12-01T00:00:00Z,"Market settled: 'Will Donald Trump formally concede the 2020 US Election before December 1st, 2020?' resolved as resolved. Closed 2020-12-01T00:00:00Z. #Polymarket #PredictionMarkets",2026-03-25T14:08:20.461082+00:00
resolved_note,75,"Will the Ethereum 2.0 Genesis Event happen successfully on December 1st, 2020?",,resolved,,2020-12-02T00:00:00Z,"Market settled: 'Will the Ethereum 2.0 Genesis Event happen successfully on December 1st, 2020?' resolved as resolved. Closed 2020-12-02T00:00:00Z. #Polymarket #PredictionMarkets",2026-03-25T14:08:20.461082+00:00
resolved_note,1500,What will the average sale price of a PS5 be on StockX on Christmas Day?,,resolved,,2020-12-26T00:00:00Z,Market settled: 'What will the average sale price of a PS5 be on StockX on Christmas Day?' resolved as resolved. Closed 2020-12-26T00:00:00Z. #Polymarket #PredictionMarkets,2026-03-25T14:08:20.461082+00:00
resolved_note,108,What will the average sale price of the Jordan 1 Mocha on StockX be on Christmas Day?,,resolved,,2020-12-26T00:00:00Z,Market settled: 'What will the average sale price of the Jordan 1 Mocha on StockX be on Christmas Day?' resolved as resolved. Closed 2020-12-26T00:00:00Z. #Polymarket #PredictionMarkets,2026-03-25T14:08:20.461082+00:00
resolved_note,98,Will Uniswap v3 launch before 2021?,,resolved,,2021-01-01T00:00:00Z,Market settled: 'Will Uniswap v3 launch before 2021?' resolved as resolved. Closed 2021-01-01T00:00:00Z. #Polymarket #PredictionMarkets,2026-03-25T14:08:20.461082+00:00
resolved_note,86,Will Kanye West release a new studio album before 2021?,,resolved,,2021-01-01T00:00:00Z,Market settled: 'Will Kanye West release a new studio album before 2021?' resolved as resolved. Closed 2021-01-01T00:00:00Z. #Polymarket #PredictionMarkets,2026-03-25T14:08:20.461082+00:00
resolved_note,5790,Will Playboi Carti release a new album before 2021?,,resolved,,2021-01-01T00:00:00Z,Market settled: 'Will Playboi Carti release a new album before 2021?' resolved as resolved. Closed 2021-01-01T00:00:00Z. #Polymarket #PredictionMarkets,2026-03-25T14:08:20.461082+00:00
resolved_note,100,Will indoor dining be prohibited in NYC at any point before 2021?,,resolved,,2021-01-01T00:00:00Z,Market settled: 'Will indoor dining be prohibited in NYC at any point before 2021?' resolved as resolved. Closed 2021-01-01T00:00:00Z. #Polymarket #PredictionMarkets,2026-03-25T14:08:20.461082+00:00
resolved_note,63,Will BTC break $15k before 2021?,,resolved,,2021-01-01T00:00:00Z,Market settled: 'Will BTC break $15k before 2021?' resolved as resolved. Closed 2021-01-01T00:00:00Z. #Polymarket #PredictionMarkets,2026-03-25T14:08:20.461082+00:00
resolved_note,76,Will $BTC break $20k before 2021?,,resolved,,2021-01-01T00:00:00Z,Market settled: 'Will $BTC break $20k before 2021?' resolved as resolved. Closed 2021-01-01T00:00:00Z. #Polymarket #PredictionMarkets,2026-03-25T14:08:20.461082+00:00
resolved_note,20,"Will Coinbase begin publicly trading before Jan 1, 2021?",,resolved,,2021-01-02T00:00:00Z,"Market settled: 'Will Coinbase begin publicly trading before Jan 1, 2021?' resolved as resolved. Closed 2021-01-02T00:00:00Z. #Polymarket #PredictionMarkets",2026-03-25T14:08:20.461082+00:00
resolved_note,48,How many confirmed Coronavirus cases will there be at EOY in the USA?,,resolved,,2021-01-02T00:00:00Z,Market settled: 'How many confirmed Coronavirus cases will there be at EOY in the USA?' resolved as resolved. Closed 2021-01-02T00:00:00Z. #Polymarket #PredictionMarkets,2026-03-25T14:08:20.461082+00:00
resolved_note,43,"What will the total value locked (TVL) in DeFi be at the end of 2020, according to DefiPulse?",,resolved,,2021-01-02T00:00:00Z,"Market settled: 'What will the total value locked (TVL) in DeFi be at the end of 2020, according to DefiPulse?' resolved as resolved. Closed 2021-01-02T00:00:00Z. #Polymarket #PredictionMarkets",2026-03-25T14:08:20.461082+00:00
resolved_note,17,"Will Airbnb begin publicly trading before Jan 1, 2021?",,resolved,,2021-01-02T00:00:00Z,"Market settled: 'Will Airbnb begin publicly trading before Jan 1, 2021?' resolved as resolved. Closed 2021-01-02T00:00:00Z. #Polymarket #PredictionMarkets",2026-03-25T14:08:20.461082+00:00
resolved_note,59,Will there be a federal charge filed against Hunter Biden before 2021?,,resolved,,2021-01-02T00:00:00Z,Market settled: 'Will there be a federal charge filed against Hunter Biden before 2021?' resolved as resolved. Closed 2021-01-02T00:00:00Z. #Polymarket #PredictionMarkets,2026-03-25T14:08:20.461082+00:00
resolved_note,19,"Will Kim Kardashian and Kanye West divorce before Jan 1, 2021?",,resolved,,2021-01-02T00:00:00Z,"Market settled: 'Will Kim Kardashian and Kanye West divorce before Jan 1, 2021?' resolved as resolved. Closed 2021-01-02T00:00:00Z. #Polymarket #PredictionMarkets",2026-03-25T14:08:20.461082+00:00
resolved_note,114,Will Coinbase reach #1 in the Finance category on the US iOS App Store before 2021?,,resolved,,2021-01-02T00:00:00Z,Market settled: 'Will Coinbase reach #1 in the Finance category on the US iOS App Store before 2021?' resolved as resolved. Closed 2021-01-02T00:00:00Z. #Polymarket #PredictionMarkets,2026-03-25T14:08:20.461082+00:00
resolved_note,46,Will Drake release a new studio album before the end of 2020?,,resolved,,2021-01-02T00:00:00Z,Market settled: 'Will Drake release a new studio album before the end of 2020?' resolved as resolved. Closed 2021-01-02T00:00:00Z. #Polymarket #PredictionMarkets,2026-03-25T14:08:20.461082+00:00
resolved_note,29908,Will the Titans or the Ravens win their January 10th NFL Wild Card matchup?,,resolved,,2021-01-11T00:00:00Z,Market settled: 'Will the Titans or the Ravens win their January 10th NFL Wild Card matchup?' resolved as resolved. Closed 2021-01-11T00:00:00Z. #Polymarket #PredictionMarkets,2026-03-25T14:08:20.461082+00:00
resolved_note,42121,Will the Ravens or Bills win their January 16th matchup?,,resolved,,2021-01-17T00:00:00Z,Market settled: 'Will the Ravens or Bills win their January 16th matchup?' resolved as resolved. Closed 2021-01-17T00:00:00Z. #Polymarket #PredictionMarkets,2026-03-25T14:08:20.461082+00:00
resolved_note,42114,Will the Rams or the Packers win their Jan 16th matchup?,,resolved,,2021-01-17T00:00:00Z,Market settled: 'Will the Rams or the Packers win their Jan 16th matchup?' resolved as resolved. Closed 2021-01-17T00:00:00Z. #Polymarket #PredictionMarkets,2026-03-25T14:08:20.461082+00:00
resolved_note,42120,Will the Browns or the Chiefs win their Jan 17th matchup?,,resolved,,2021-01-18T00:00:00Z,Market settled: 'Will the Browns or the Chiefs win their Jan 17th matchup?' resolved as resolved. Closed 2021-01-18T00:00:00Z. #Polymarket #PredictionMarkets,2026-03-25T14:08:20.461082+00:00
resolved_note,42115,Will the Buccaneers or the Saints win their Jan 17th matchup?,,resolved,,2021-01-18T00:00:00Z,Market settled: 'Will the Buccaneers or the Saints win their Jan 17th matchup?' resolved as resolved. Closed 2021-01-18T00:00:00Z. #Polymarket #PredictionMarkets,2026-03-25T14:08:20.461082+00:00
