id,account,content,author_name,author_handle,timestamp,tweet_date,tweet_time,day_of_week,hour_of_day,likes,retweets,replies,views,bookmarks,quotes,external_link,media_urls,downloaded_media,is_thread,is_quote_tweet,quoted_content,ai_score,levelsio_ai_flags,collected_at
kirawontmiss_1749595809072_1,kirawontmiss,this is the most series of unfortunate events i’ve ever seen,kira,kirawontmiss,2025-06-01T21:04:57.000Z,2025-06-01,21:04:57,Sunday,21,73091,4196,784,9438515,0,0,https://x.com/kirawontmiss/status/1929283045900616141,[],[],1,0,,0.0,[],2025-06-10T18:50:09.295386
kirawontmiss_1749595809362_1,kirawontmiss,tf she thinks this is gonna do?? ,kira,kirawontmiss,2025-06-10T21:47:24.000Z,2025-06-10,21:47:24,Tuesday,21,398,20,143,34276,0,0,https://x.com/kirawontmiss/status/1932555219591991770,"[""https://pbs.twimg.com/amplify_video_thumb/1932425870675001344/img/Sm2GABSv2dtvyW3q.jpg""]",[],1,0,,0.0,[],2025-06-10T18:50:09.477876
NoContextHumans_1749595809456_4,NoContextHumans,Sophie Rain says Bonnie Blue is ruining OnlyFans for everyone “it’s no longer about women empowerment” via TMZ,Out of Context Human Race,NoContextHumans,2025-06-10T20:10:55.000Z,2025-06-10,20:10:55,Tuesday,20,1008,117,260,978580,0,0,https://x.com/NoContextHumans/status/1932530941681082535,"[""https://pbs.twimg.com/media/GtG6penWQAA7vrV?format=jpg&name=large""]",[],1,0,,0.0,[],2025-06-10T18:50:09.557424
kirawontmiss_1749595809519_1,kirawontmiss,"Dear Apple, 

WHO TF ASKED FOR THIS????",kira,kirawontmiss,2025-06-10T21:19:48.000Z,2025-06-10,21:19:48,Tuesday,21,5363,180,253,244215,0,0,https://x.com/kirawontmiss/status/1932548274050805844,"[""https://pbs.twimg.com/media/GtHKaUaWIAAMpDs?format=jpg&name=large""]",[],1,0,,0.0,[],2025-06-10T18:50:09.603174
NoContextHumans_1749595809613_4,NoContextHumans,This is wild,Out of Context Human Race,NoContextHumans,2025-06-10T21:59:51.000Z,2025-06-10,21:59:51,Tuesday,21,109,2,12,50066,0,0,https://x.com/NoContextHumans/status/1932558353336611052,"[""https://pbs.twimg.com/ext_tw_video_thumb/1898390336885440512/pu/img/Em3w4T8VCa7YngXS.jpg""]",[],1,0,,0.0,[],2025-06-10T18:50:09.704233
kirawontmiss_1749595809644_1,kirawontmiss,There’s a restaurant in Philly that makes prison cuisine,kira,kirawontmiss,2025-06-10T20:07:54.000Z,2025-06-10,20:07:54,Tuesday,20,3702,213,170,306964,0,0,https://x.com/kirawontmiss/status/1932530179127033871,"[""https://pbs.twimg.com/amplify_video_thumb/1932517285274525696/img/2OlHEmgkiYdXVXrT.jpg""]",[],1,0,,0.0,[],2025-06-10T18:50:09.734894
NoContextHumans_1749595809743_4,NoContextHumans,This kid may be a genius,Out of Context Human Race,NoContextHumans,2025-06-10T21:30:00.000Z,2025-06-10,21:30:00,Tuesday,21,296,28,24,48136,0,0,https://x.com/NoContextHumans/status/1932550843296887258,"[""https://pbs.twimg.com/amplify_video_thumb/1931022636064120832/img/haNNURblbCm1sH-t.jpg""]",[],1,0,,0.0,[],2025-06-10T18:50:09.839346
NoContextHumans_1749595809884_4,NoContextHumans,Check out more off this boys jokes ,Out of Context Human Race,NoContextHumans,2025-06-10T21:39:56.000Z,2025-06-10,21:39:56,Tuesday,21,9,0,3,27212,0,0,https://x.com/NoContextHumans/status/1932553341428793460,[],[],1,0,,0.0,[],2025-06-10T18:50:09.978693
FearedBuck_1749595813726_0,FearedBuck,"It’s kinda crazy Michael Jackson asked the Brazilian government for permission to shoot this music video, they said no and the local mafia ended up protecting him instead ",FearBuck,FearedBuck,2025-06-07T19:33:20.000Z,2025-06-07,19:33:20,Saturday,19,508976,37200,1592,21918010,0,0,https://x.com/FearedBuck/status/1931434319274442985,[],[],1,0,,0.0,[],2025-06-10T18:50:13.839697
FearedBuck_1749595813905_0,FearedBuck,"Charlamagne says award shows should be inviting Kai Cenat to stream the events and paying him six figures for promotion, as he didn’t even know some of them were happening until he saw Kai there ",FearBuck,FearedBuck,2025-06-10T22:06:23.000Z,2025-06-10,22:06:23,Tuesday,22,2412,116,50,84533,0,0,https://x.com/FearedBuck/status/1932559999542206597,"[""https://pbs.twimg.com/amplify_video_thumb/1932559266381983744/img/UsRcf0TYOp1v-2D1.jpg""]",[],1,0,,0.0,[],2025-06-10T18:50:14.017164
FearedBuck_1749595814068_0,FearedBuck,Every Apple device stolen from the Apple Store in Downtown Los Angeles last night is now sounding an alarm saying it should be returned ,FearBuck,FearedBuck,2025-06-10T20:51:13.000Z,2025-06-10,20:51:13,Tuesday,20,3530,192,103,221289,0,0,https://x.com/FearedBuck/status/1932541081528209797,[],[],1,0,,0.0,[],2025-06-10T18:50:14.175018
AMAZlNGNATURE_1749595814131_2,AMAZlNGNATURE,I had no idea turtles eat snakes ,Nature is Amazing,AMAZlNGNATURE,2025-05-01T13:49:49.000Z,2025-05-01,13:49:49,Thursday,13,81657,5092,1175,492433,0,0,https://x.com/AMAZlNGNATURE/status/1917939518000210352,[],[],1,0,,0.0,[],2025-06-10T18:50:14.248085
FearedBuck_1749595814230_0,FearedBuck,Streamer recording a jewelry store being looted last night in LA was jumped by the looters for filming ,FearBuck,FearedBuck,2025-06-10T20:38:59.000Z,2025-06-10,20:38:59,Tuesday,20,2294,136,123,196975,0,0,https://x.com/FearedBuck/status/1932538005035889092,"[""https://pbs.twimg.com/amplify_video_thumb/1932337849833287680/img/SREB-ru66PvwNrB-.jpg""]",[],1,0,,0.0,[],2025-06-10T18:50:14.404291
kirawontmiss_1749595814302_1,kirawontmiss,this is the most series of unfortunate events i’ve ever seen,kira,kirawontmiss,2025-06-01T21:04:57.000Z,2025-06-01,21:04:57,Sunday,21,73091,4196,784,9438515,0,0,https://x.com/kirawontmiss/status/1929283045900616141,[],[],1,0,,0.0,[],2025-06-10T18:50:14.442931
AMAZlNGNATURE_1749595814350_2,AMAZlNGNATURE,"A meteor fell near the most active volcano (Mount Merapi) in Indonesia

: Gunarto Song",Nature is Amazing,AMAZlNGNATURE,2025-06-10T22:21:03.000Z,2025-06-10,22:21:03,Tuesday,22,961,152,96,59294,0,0,https://x.com/AMAZlNGNATURE/status/1932563688667373813,"[""https://pbs.twimg.com/media/GtHYbvbWEAAB-SX?format=jpg&name=large""]",[],1,0,,0.0,[],2025-06-10T18:50:14.498670
FearedBuck_1749595814491_0,FearedBuck,"YourRage says his final goodbyes to family, friends, and fans before undergoing double knee surgery ",FearBuck,FearedBuck,2025-06-10T19:55:00.000Z,2025-06-10,19:55:00,Tuesday,19,7361,98,132,302228,0,0,https://x.com/FearedBuck/status/1932526936640688281,"[""https://pbs.twimg.com/amplify_video_thumb/1932508848734285824/img/NAIUYDjPdzOyEAKV.jpg""]",[],1,0,,0.0,[],2025-06-10T18:50:14.634140
kirawontmiss_1749595814505_1,kirawontmiss,tf she thinks this is gonna do?? ,kira,kirawontmiss,2025-06-10T21:47:24.000Z,2025-06-10,21:47:24,Tuesday,21,398,20,143,34276,0,0,https://x.com/kirawontmiss/status/1932555219591991770,[],[],1,0,,0.0,[],2025-06-10T18:50:14.638857
HumansNoContext_1749595814516_3,HumansNoContext,You are always one decision away from a different life,NO CONTEXT HUMANS,HumansNoContext,2025-06-10T19:05:14.000Z,2025-06-10,19:05:14,Tuesday,19,3109,326,62,803208,0,0,https://x.com/HumansNoContext/status/1932514408992743459,[],[],1,0,,0.0,[],2025-06-10T18:50:14.662942
AMAZlNGNATURE_1749595814567_2,AMAZlNGNATURE,Goat riding a motorcycle,Nature is Amazing,AMAZlNGNATURE,2025-06-10T21:01:59.000Z,2025-06-10,21:01:59,Tuesday,21,695,84,77,77770,0,0,https://x.com/AMAZlNGNATURE/status/1932543793284128828,[],[],1,0,,0.0,[],2025-06-10T18:50:14.695098
kirawontmiss_1749595814695_1,kirawontmiss,"Dear Apple, 

WHO TF ASKED FOR THIS????",kira,kirawontmiss,2025-06-10T21:19:48.000Z,2025-06-10,21:19:48,Tuesday,21,5363,180,253,244215,0,0,https://x.com/kirawontmiss/status/1932548274050805844,"[""https://pbs.twimg.com/media/GtHKaUaWIAAMpDs?format=jpg&name=large""]",[],1,0,,0.0,[],2025-06-10T18:50:14.919314
FearedBuck_1749595814703_0,FearedBuck,Dub’s life flashed before his eyes after hearing a loud boom during the protests in L.A. ,FearBuck,FearedBuck,2025-06-10T19:42:16.000Z,2025-06-10,19:42:16,Tuesday,19,4716,157,69,184914,0,0,https://x.com/FearedBuck/status/1932523729239650482,"[""https://pbs.twimg.com/amplify_video_thumb/1932520375633555457/img/uT3HK_p8mAOA_kl7.jpg""]",[],1,0,,0.0,[],2025-06-10T18:50:14.925625
HumansNoContext_1749595814723_3,HumansNoContext,The funniest thing I've seen in a while ,NO CONTEXT HUMANS,HumansNoContext,2025-06-10T22:05:08.000Z,2025-06-10,22:05:08,Tuesday,22,649,41,32,56728,0,0,https://x.com/HumansNoContext/status/1932559682029117799,"[""https://pbs.twimg.com/media/GtHUyQEWQAA-rbS?format=jpg&name=900x900"", ""https://pbs.twimg.com/media/GtHUyBhWAAAHCIq?format=jpg&name=900x900"", ""https://pbs.twimg.com/media/GtHUydjWQAAaBOx?format=jpg&name=large""]",[],1,0,,0.0,[],2025-06-10T18:50:14.949991
AMAZlNGNATURE_1749595814755_2,AMAZlNGNATURE,What kind of dog is this?,Nature is Amazing,AMAZlNGNATURE,2025-06-10T20:28:46.000Z,2025-06-10,20:28:46,Tuesday,20,692,54,72,83550,0,0,https://x.com/AMAZlNGNATURE/status/1932535432236892298,"[""https://pbs.twimg.com/ext_tw_video_thumb/1932535415052865536/pu/img/zwxrBVYSZuXOtZb_.jpg""]",[],1,0,,0.0,[],2025-06-10T18:50:14.983538
kirawontmiss_1749595814973_1,kirawontmiss,There’s a restaurant in Philly that makes prison cuisine,kira,kirawontmiss,2025-06-10T20:07:54.000Z,2025-06-10,20:07:54,Tuesday,20,3702,213,170,306964,0,0,https://x.com/kirawontmiss/status/1932530179127033871,"[""https://pbs.twimg.com/amplify_video_thumb/1932517285274525696/img/2OlHEmgkiYdXVXrT.jpg""]",[],1,0,,0.0,[],2025-06-10T18:50:15.114945
FearedBuck_1749595814989_0,FearedBuck,IShowSpeed wasn’t ready for this grandma to match his barking ,FearBuck,FearedBuck,2025-06-10T19:26:15.000Z,2025-06-10,19:26:15,Tuesday,19,30354,740,175,1163814,0,0,https://x.com/FearedBuck/status/1932519699977269688,"[""https://pbs.twimg.com/amplify_video_thumb/1932519069514608640/img/k2DrQ1Sm9t0PbySj.jpg""]",[],1,0,,0.0,[],2025-06-10T18:50:15.135084
HumansNoContext_1749595815015_3,HumansNoContext,"Two dudes in 2003, unaware they were making a legendary song",NO CONTEXT HUMANS,HumansNoContext,2025-06-10T21:05:21.000Z,2025-06-10,21:05:21,Tuesday,21,1353,152,44,94236,0,0,https://x.com/HumansNoContext/status/1932544640592339441,"[""https://pbs.twimg.com/ext_tw_video_thumb/1932544576734027777/pu/img/9PubuNAjBbXe4Pj2.jpg""]",[],1,0,,0.0,[],2025-06-10T18:50:15.153445
AMAZlNGNATURE_1749595815051_2,AMAZlNGNATURE,"The Armadillo Lizard bites its tail in a unique defensive posture, this posture makes it more difficult for predators to swallow, and it protects their belly.",Nature is Amazing,AMAZlNGNATURE,2025-06-10T19:42:42.000Z,2025-06-10,19:42:42,Tuesday,19,4073,400,108,156937,0,0,https://x.com/AMAZlNGNATURE/status/1932523839377829985,"[""https://pbs.twimg.com/ext_tw_video_thumb/1932523784617009152/pu/img/JbI1cPfK1meCCE0y.jpg""]",[],1,0,,0.0,[],2025-06-10T18:50:15.182524
Rainmaker1973_1749595815113_5,Rainmaker1973,"I post a lot, non-stop, every single day. I've been doing it for 10+ years

If you liked some posts in the last decade & want to support, you can help me by subscribing for $2/month and unlock some extras

You can expect from 2 to 5 daily long essays about everything interesting",Massimo,Rainmaker1973,2025-06-03T16:25:01.000Z,2025-06-03,16:25:01,Tuesday,16,267,25,19,275865,0,0,https://x.com/Rainmaker1973/status/1929937375297212439,"[""https://pbs.twimg.com/amplify_video_thumb/1929937065765904388/img/bPSXZkbdT496JmR3.jpg""]",[],1,0,,0.0,[],2025-06-10T18:50:15.257560
kirawontmiss_1749595815179_1,kirawontmiss,ICE protestors attempted to loot a 7 Eleven,kira,kirawontmiss,2025-06-10T19:19:41.000Z,2025-06-10,19:19:41,Tuesday,19,2201,112,218,126841,0,0,https://x.com/kirawontmiss/status/1932518046314176633,"[""https://pbs.twimg.com/amplify_video_thumb/1932462427368554496/img/yjt6F-LA5Pz_tMlB.jpg""]",[],1,0,,0.0,[],2025-06-10T18:50:15.317063
FearedBuck_1749595815193_0,FearedBuck,Wholesome moment when IShowSpeed met an elderly lady who told him he was handsome and shared how amazing God is ,FearBuck,FearedBuck,2025-06-10T19:11:38.000Z,2025-06-10,19:11:38,Tuesday,19,1966,74,57,56762,0,0,https://x.com/FearedBuck/status/1932516022369599967,"[""https://pbs.twimg.com/amplify_video_thumb/1932493738611277824/img/1ex4aHi3qcnhLVWe.jpg""]",[],1,0,,0.0,[],2025-06-10T18:50:15.334253
HumansNoContext_1749595815231_3,HumansNoContext,The second girl is a genius,NO CONTEXT HUMANS,HumansNoContext,2025-06-10T20:05:11.000Z,2025-06-10,20:05:11,Tuesday,20,1649,94,38,246304,0,0,https://x.com/HumansNoContext/status/1932529497456152864,"[""https://pbs.twimg.com/ext_tw_video_thumb/1932529473011793920/pu/img/y1ZNUgZlAYiJaDmI.jpg""]",[],1,0,,0.0,[],2025-06-10T18:50:15.379532
AMAZlNGNATURE_1749595815253_2,AMAZlNGNATURE,Owl warning a cat,Nature is Amazing,AMAZlNGNATURE,2025-06-10T18:47:04.000Z,2025-06-10,18:47:04,Tuesday,18,6191,567,140,199607,0,0,https://x.com/AMAZlNGNATURE/status/1932509839277609387,"[""https://pbs.twimg.com/ext_tw_video_thumb/1932509832336019456/pu/img/j45q7GNvW14YrwXf.jpg""]",[],1,0,,0.0,[],2025-06-10T18:50:15.399889
Rainmaker1973_1749595815322_5,Rainmaker1973,Why lubrication is important,Massimo,Rainmaker1973,2025-06-10T09:19:21.000Z,2025-06-10,09:19:21,Tuesday,09,16330,2054,955,6992802,0,0,https://x.com/Rainmaker1973/status/1932366968415301956,"[""https://pbs.twimg.com/ext_tw_video_thumb/1932365843083784192/pu/img/WRnNtSHpviPiX5KJ.jpg""]",[],1,0,,0.0,[],2025-06-10T18:50:15.447367
HumansNoContext_1749595815426_3,HumansNoContext,boys will be boys,NO CONTEXT HUMANS,HumansNoContext,2025-06-09T23:15:08.000Z,2025-06-09,23:15:08,Monday,23,33831,1834,67,969020,0,0,https://x.com/HumansNoContext/status/1932214910299123716,"[""https://pbs.twimg.com/ext_tw_video_thumb/1932214882524344321/pu/img/HLxtE57ov_qbB2Pc.jpg""]",[],1,0,,0.0,[],2025-06-10T18:50:15.509805
Rainmaker1973_1749595815483_5,Rainmaker1973,A beautiful red wolf. There are fewer than 20 red wolves left in the wild.,Massimo,Rainmaker1973,2025-06-10T02:00:01.000Z,2025-06-10,02:00:01,Tuesday,02,7162,1058,142,170657,0,0,https://x.com/Rainmaker1973/status/1932256406352339149,"[""https://pbs.twimg.com/ext_tw_video_thumb/1795938567450980353/pu/img/_AgiS3y3WVu1TOtO.jpg""]",[],1,0,,0.0,[],2025-06-10T18:50:15.576773
Rainmaker1973_1749595815661_5,Rainmaker1973,When chemistry paints its masterpiece,Massimo,Rainmaker1973,2025-06-10T07:53:29.000Z,2025-06-10,07:53:29,Tuesday,07,4681,913,49,262298,0,0,https://x.com/Rainmaker1973/status/1932345358719324654,"[""https://pbs.twimg.com/amplify_video_thumb/1932191153828364288/img/dzeUZ8QwfS0yhXIS.jpg""]",[],1,0,,0.0,[],2025-06-10T18:50:16.177333
NoContextHumans_1749595816034_4,NoContextHumans,Sophie Rain says Bonnie Blue is ruining OnlyFans for everyone “it’s no longer about women empowerment” via TMZ,Out of Context Human Race,NoContextHumans,2025-06-10T20:10:55.000Z,2025-06-10,20:10:55,Tuesday,20,1008,117,260,978580,0,0,https://x.com/NoContextHumans/status/1932530941681082535,"[""https://pbs.twimg.com/media/GtG6penWQAA7vrV?format=jpg&name=large""]",[],1,0,,0.0,[],2025-06-10T18:50:16.220746
NoContextHumans_1749595816294_4,NoContextHumans,This is wild,Out of Context Human Race,NoContextHumans,2025-06-10T21:59:51.000Z,2025-06-10,21:59:51,Tuesday,21,109,2,12,50066,0,0,https://x.com/NoContextHumans/status/1932558353336611052,[],[],1,0,,0.0,[],2025-06-10T18:50:16.384728
NoContextHumans_1749595816426_4,NoContextHumans,This kid may be a genius,Out of Context Human Race,NoContextHumans,2025-06-10T21:30:00.000Z,2025-06-10,21:30:00,Tuesday,21,297,28,24,48136,0,0,https://x.com/NoContextHumans/status/1932550843296887258,"[""https://pbs.twimg.com/amplify_video_thumb/1931022636064120832/img/haNNURblbCm1sH-t.jpg""]",[],1,0,,0.0,[],2025-06-10T18:50:16.536379
NoContextHumans_1749595816598_4,NoContextHumans,Check out more off this boys jokes ,Out of Context Human Race,NoContextHumans,2025-06-10T21:39:56.000Z,2025-06-10,21:39:56,Tuesday,21,9,0,3,27212,0,0,https://x.com/NoContextHumans/status/1932553341428793460,[],[],1,0,,0.0,[],2025-06-10T18:50:16.695594
NoContextHumans_1749595816784_4,NoContextHumans,i hope one day she realizes the trauma she’s causing herself and so many women,Sophie Rain,NoContextHumans,2025-06-10T20:50:30.000Z,2025-06-10,20:50:30,Tuesday,20,2399,112,418,496978,0,0,https://x.com/sophieraiin/status/1932540900749758841,"[""https://pbs.twimg.com/media/GtG6penWQAA7vrV?format=jpg&name=large""]",[],1,0,,0.0,[],2025-06-10T18:50:16.877313
NoContextHumans_1749595816923_4,NoContextHumans,"𝕏 and xAI are live on Polymarket

When I check Polymarket to get a gist of what's going on in the world, I always wish there was more context. Now there is.

The first of many",Shayne Coplan,NoContextHumans,2025-06-10T19:17:53.000Z,2025-06-10,19:17:53,Tuesday,19,726,80,64,252105,0,0,https://x.com/shayne_coplan/status/1932517593446752631,"[""https://pbs.twimg.com/amplify_video_thumb/1932480823049269248/img/TBWsHMH_8-xEfM7a.jpg""]",[],1,0,,0.0,[],2025-06-10T18:50:17.022927
AMAZlNGNATURE_1749595820166_2,AMAZlNGNATURE,I had no idea turtles eat snakes ,Nature is Amazing,AMAZlNGNATURE,2025-05-01T13:49:49.000Z,2025-05-01,13:49:49,Thursday,13,81657,5092,1175,492433,0,0,https://x.com/AMAZlNGNATURE/status/1917939518000210352,[],[],1,0,,0.0,[],2025-06-10T18:50:20.255577
AMAZlNGNATURE_1749595820295_2,AMAZlNGNATURE,"A meteor fell near the most active volcano (Mount Merapi) in Indonesia

: Gunarto Song",Nature is Amazing,AMAZlNGNATURE,2025-06-10T22:21:03.000Z,2025-06-10,22:21:03,Tuesday,22,966,152,96,59294,0,0,https://x.com/AMAZlNGNATURE/status/1932563688667373813,"[""https://pbs.twimg.com/media/GtHYbvbWEAAB-SX?format=jpg&name=large""]",[],1,0,,0.0,[],2025-06-10T18:50:20.389016
Rainmaker1973_1749595820287_5,Rainmaker1973,"I post a lot, non-stop, every single day. I've been doing it for 10+ years

If you liked some posts in the last decade & want to support, you can help me by subscribing for $2/month and unlock some extras

You can expect from 2 to 5 daily long essays about everything interesting",Massimo,Rainmaker1973,2025-06-03T16:25:01.000Z,2025-06-03,16:25:01,Tuesday,16,267,25,19,275865,0,0,https://x.com/Rainmaker1973/status/1929937375297212439,"[""https://pbs.twimg.com/amplify_video_thumb/1929937065765904388/img/bPSXZkbdT496JmR3.jpg""]",[],1,0,,0.0,[],2025-06-10T18:50:20.392833
HumansNoContext_1749595820374_3,HumansNoContext,You are always one decision away from a different life,NO CONTEXT HUMANS,HumansNoContext,2025-06-10T19:05:14.000Z,2025-06-10,19:05:14,Tuesday,19,3111,326,62,803208,0,0,https://x.com/HumansNoContext/status/1932514408992743459,[],[],1,0,,0.0,[],2025-06-10T18:50:20.469007
Rainmaker1973_1749595820436_5,Rainmaker1973,Why lubrication is important,Massimo,Rainmaker1973,2025-06-10T09:19:21.000Z,2025-06-10,09:19:21,Tuesday,09,16332,2055,955,6992802,0,0,https://x.com/Rainmaker1973/status/1932366968415301956,[],[],1,0,,0.0,[],2025-06-10T18:50:20.565590
AMAZlNGNATURE_1749595820431_2,AMAZlNGNATURE,Goat riding a motorcycle,Nature is Amazing,AMAZlNGNATURE,2025-06-10T21:01:59.000Z,2025-06-10,21:01:59,Tuesday,21,695,84,77,77770,0,0,https://x.com/AMAZlNGNATURE/status/1932543793284128828,[],[],1,0,,0.0,[],2025-06-10T18:50:20.569469
HumansNoContext_1749595820510_3,HumansNoContext,The funniest thing I've seen in a while ,NO CONTEXT HUMANS,HumansNoContext,2025-06-10T22:05:08.000Z,2025-06-10,22:05:08,Tuesday,22,649,41,32,56728,0,0,https://x.com/HumansNoContext/status/1932559682029117799,"[""https://pbs.twimg.com/media/GtHUyQEWQAA-rbS?format=jpg&name=900x900"", ""https://pbs.twimg.com/media/GtHUyBhWAAAHCIq?format=jpg&name=900x900"", ""https://pbs.twimg.com/media/GtHUydjWQAAaBOx?format=jpg&name=large""]",[],1,0,,0.0,[],2025-06-10T18:50:20.650542
Rainmaker1973_1749595820606_5,Rainmaker1973,A beautiful red wolf. There are fewer than 20 red wolves left in the wild.,Massimo,Rainmaker1973,2025-06-10T02:00:01.000Z,2025-06-10,02:00:01,Tuesday,02,7164,1059,142,170657,0,0,https://x.com/Rainmaker1973/status/1932256406352339149,"[""https://pbs.twimg.com/ext_tw_video_thumb/1795938567450980353/pu/img/_AgiS3y3WVu1TOtO.jpg""]",[],1,0,,0.0,[],2025-06-10T18:50:20.713542
AMAZlNGNATURE_1749595820613_2,AMAZlNGNATURE,What kind of dog is this?,Nature is Amazing,AMAZlNGNATURE,2025-06-10T20:28:46.000Z,2025-06-10,20:28:46,Tuesday,20,692,54,72,83550,0,0,https://x.com/AMAZlNGNATURE/status/1932535432236892298,"[""https://pbs.twimg.com/ext_tw_video_thumb/1932535415052865536/pu/img/zwxrBVYSZuXOtZb_.jpg""]",[],1,0,,0.0,[],2025-06-10T18:50:20.714916
kirawontmiss_1749595820634_1,kirawontmiss,this is the most series of unfortunate events i’ve ever seen,kira,kirawontmiss,2025-06-01T21:04:57.000Z,2025-06-01,21:04:57,Sunday,21,73091,4196,784,9438515,0,0,https://x.com/kirawontmiss/status/1929283045900616141,[],[],1,0,,0.0,[],2025-06-10T18:50:20.735405
